"Sensigent +++ PCNose+ Sensor Values +++ Sensor Resistances (in kOhms) for Cyranose 320 unit +++ Serial Number: B191023297 +++ Firmware version: 40.51"
"7/2/2021","2:34 PM","Heater ON: Temperature set at 42.0 degrees celsius","Sensor values are not filtered"
"Time","","","","Ambient Temp [C]","Therm1 [volts]","Battery Raw Reading","Flag","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32"
0.500000, 0, 0, 0, 36.4, 1.212769, 4095.000000, 0, 5.85213530, 2.79707049, 5.47927536, 4.90245360, 0.70953565, 0.35090866, 4.48970850, 2.48775865, 1.63329428, 1.84214787, 1.33541657, 0.55611419, 0.75417718, 0.51949231, 1.25297112, 1.18028676, 0.81422834, 0.78014828, 0.75117779, 0.90494938, 0.51436811, 0.59522211, 0.76769234, 2.19403574, 0.57740699, 2.00993533, 0.27761814, 0.89506404, 1.03832149, 2.80740945, 0.46000987, 0.47637705
1.000000, 0, 0, 0, 36.4, 1.215210, 4095.000000, 0, 5.85186359, 2.79702789, 5.47927536, 4.90237992, 0.70956508, 0.35091803, 4.48992036, 2.48775984, 1.63330265, 1.84200085, 1.33540877, 0.55612533, 0.75415798, 0.51949653, 1.25297176, 1.18023902, 0.81425498, 0.78015552, 0.75120971, 0.90490986, 0.51437351, 0.59521787, 0.76771052, 2.19423191, 0.57739714, 2.00973410, 0.27761797, 0.89506456, 1.03834511, 2.80752963, 0.46001025, 0.47637666
1.600000, 0, 0, 0, 36.4, 1.212769, 4095.000000, 0, 5.85194247, 2.79724900, 5.47956879, 4.90218620, 0.70954347, 0.35092245, 4.48953539, 2.48774079, 1.63344806, 1.84198579, 1.33535419, 0.55611687, 0.75418215, 0.51946297, 1.25309014, 1.18024336, 0.81428582, 0.78020061, 0.75118937, 0.90488683, 0.51438052, 0.59522381, 0.76767512, 2.19405562, 0.57738939, 2.00981479, 0.27762698, 0.89509291, 1.03832519, 2.80751673, 0.46003813, 0.47638970
2.200000, 0, 0, 0, 36.4, 1.211548, 4095.000000, 0, 5.85224223, 2.79709415, 5.47956719, 4.90257776, 0.70954071, 0.35092705, 4.48964918, 2.48781996, 1.63333093, 1.84201767, 1.33534063, 0.55612946, 0.75415798, 0.51949151, 1.25306006, 1.18025111, 0.81427200, 0.78019483, 0.75119742, 0.90492399, 0.51436991, 0.59520874, 0.76768995, 2.19408073, 0.57740678, 2.00976196, 0.27762415, 0.89507964, 1.03833174, 2.80756290, 0.46004101, 0.47637374
2.700000, 0, 0, 0, 36.4, 1.212158, 4095.000000, 0, 5.85203362, 2.79711444, 5.47959430, 4.90272239, 0.70952462, 0.35092705, 4.48955718, 2.48782055, 1.63349468, 1.84200129, 1.33539521, 0.55612368, 0.75416841, 0.51948528, 1.25300605, 1.18027560, 0.81426460, 0.78016733, 0.75120758, 0.90487480, 0.51437631, 0.59521383, 0.76772821, 2.19416286, 0.57739798, 2.00987290, 0.27761347, 0.89507964, 1.03833487, 2.80722546, 0.46001352, 0.47636907
3.300000, 0, 0, 0, 36.4, 1.213379, 4095.000000, 0, 5.85197753, 2.79708874, 5.47970115, 4.90233354, 0.70952945, 0.35091856, 4.48957170, 2.48763366, 1.63339627, 1.84206993, 1.33538538, 0.55613420, 0.75418713, 0.51947744, 1.25303969, 1.18023189, 0.81426633, 0.78017119, 0.75117093, 0.90487610, 0.51438052, 0.59520534, 0.76773108, 2.19412101, 0.57738101, 2.00990796, 0.27762598, 0.89507158, 1.03835052, 2.80739859, 0.46002332, 0.47636732
3.800000, 0, 0, 0, 36.4, 1.210327, 4095.000000, 0, 5.85190215, 2.79717732, 5.47932639, 4.90238538, 0.70954600, 0.35092440, 4.48979324, 2.48773008, 1.63326600, 1.84197959, 1.33530198, 0.55613957, 0.75418571, 0.51946940, 1.25302190, 1.18028986, 0.81424018, 0.78017095, 0.75118275, 0.90491457, 0.51436911, 0.59523548, 0.76770765, 2.19409119, 0.57739379, 2.00998048, 0.27761547, 0.89510305, 1.03832889, 2.80745494, 0.46002525, 0.47637880
4.400000, 0, 0, 0, 36.4, 1.212158, 4095.000000, 0, 5.85189514, 2.79710227, 5.47955922, 4.90267190, 0.70954186, 0.35092847, 4.48975934, 2.48781758, 1.63329388, 1.84210048, 1.33542030, 0.55611852, 0.75418903, 0.51946619, 1.25300120, 1.18024677, 0.81424290, 0.78019338, 0.75118299, 0.90485281, 0.51436891, 0.59524397, 0.76769904, 2.19407759, 0.57740762, 2.00999201, 0.27762548, 0.89507730, 1.03835394, 2.80741760, 0.46002236, 0.47638153
5.000000, 0, 0, 0, 36.4, 1.212158, 4095.000000, 0, 5.85207745, 2.79701707, 5.47902183, 4.90253273, 0.70957520, 0.35092104, 4.48956807, 2.48774496, 1.63328592, 1.84207126, 1.33533622, 0.55612512, 0.75416794, 0.51945554, 1.25304421, 1.18022941, 0.81424882, 0.78021364, 0.75116785, 0.90488448, 0.51437631, 0.59524843, 0.76772749, 2.19412519, 0.57739002, 2.01006646, 0.27761447, 0.89509005, 1.03832263, 2.80760432, 0.46002063, 0.47639243
5.500000, 0, 0, 0, 36.4, 1.211548, 4095.000000, 0, 5.85224048, 2.79698123, 5.47923550, 4.90269237, 0.70955749, 0.35093148, 4.49017461, 2.48764794, 1.63336400, 1.84203804, 1.33534470, 0.55612471, 0.75419400, 0.51945896, 1.25302772, 1.18022755, 0.81425523, 0.78016854, 0.75117731, 0.90488212, 0.51437271, 0.59523952, 0.76769569, 2.19412990, 0.57741453, 2.01007990, 0.27762081, 0.89508277, 1.03835849, 2.80759278, 0.46001756, 0.47638094
