"Sensigent +++ PCNose+ Sensor Values +++ Sensor Resistances (in kOhms) for Cyranose 320 unit +++ Serial Number: B191023297 +++ Firmware version: 40.51"
"7/8/2021","4:5 PM","Heater ON: Temperature set at 42.0 degrees celsius","Sensor values are not filtered"
"Time","","","","Ambient Temp [C]","Therm1 [volts]","Battery Raw Reading","Flag","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32"
0.500000, 0, 0, 0, 35.5, 1.213989, 4095.000000, 0, 5.91529869, 2.82213037, 5.53145559, 4.94992446, 0.70961221, 0.35175318, 4.52385463, 2.48863139, 1.64970190, 1.84777369, 1.33900599, 0.55716579, 0.75451158, 0.52119206, 1.25352848, 1.18468297, 0.81585774, 0.78138996, 0.75584972, 0.90268242, 0.51521573, 0.59542227, 0.77247583, 2.23085483, 0.57852874, 2.03233646, 0.27843638, 0.89659718, 1.04788932, 2.82916985, 0.45625491, 0.47828408
1.100000, 0, 0, 0, 35.5, 1.211548, 4095.000000, 0, 5.91504763, 2.82211534, 5.53172391, 4.95054117, 0.70961727, 0.35176327, 4.52376291, 2.48863675, 1.64975815, 1.84782609, 1.33898934, 0.55714576, 0.75450020, 0.52119588, 1.25350325, 1.18467365, 0.81586613, 0.78138127, 0.75588412, 0.90264087, 0.51523135, 0.59541823, 0.77250749, 2.23079420, 0.57852812, 2.03240733, 0.27844123, 0.89660498, 1.04789561, 2.82928628, 0.45626316, 0.47828661
1.600000, 0, 0, 0, 35.5, 1.212158, 4095.000000, 0, 5.91531827, 2.82193368, 5.53124547, 4.94973228, 0.70963589, 0.35176911, 4.52371889, 2.48867724, 1.64962918, 1.84788471, 1.33908718, 0.55713791, 0.75449475, 0.52120352, 1.25348837, 1.18471156, 0.81585650, 0.78138393, 0.75587724, 0.90263434, 0.51522314, 0.59540698, 0.77246911, 2.23077293, 0.57851050, 2.03234908, 0.27843789, 0.89660707, 1.04787558, 2.82947395, 0.45628406, 0.47827102
2.200000, 0, 0, 0, 35.5, 1.211548, 4095.000000, 0, 5.91572962, 2.82208051, 5.53133760, 4.95050660, 0.70963911, 0.35176291, 4.52397326, 2.48862662, 1.64978708, 1.84778257, 1.33903724, 0.55715464, 0.75449594, 0.52121781, 1.25350487, 1.18474451, 0.81586737, 0.78138827, 0.75587107, 0.90265577, 0.51521713, 0.59542142, 0.77246527, 2.23086547, 0.57853294, 2.03230006, 0.27843070, 0.89662737, 1.04788874, 2.82897056, 0.45629633, 0.47829480
2.800000, 0, 0, 0, 35.5, 1.212158, 4095.000000, 0, 5.91584181, 2.82219388, 5.53099011, 4.95012080, 0.70962577, 0.35175548, 4.52421787, 2.48858256, 1.64963521, 1.84779722, 1.33903214, 0.55714886, 0.75450044, 0.52119709, 1.25356504, 1.18474793, 0.81585897, 0.78142616, 0.75587487, 0.90267641, 0.51522574, 0.59540550, 0.77245687, 2.23086335, 0.57852979, 2.03225443, 0.27842753, 0.89664507, 1.04789275, 2.82906781, 0.45631761, 0.47828622
3.300000, 0, 0, 0, 35.5, 1.210938, 4095.000000, 0, 5.91601811, 2.82219047, 5.53101274, 4.94997977, 0.70965957, 0.35177123, 4.52399895, 2.48860638, 1.64975735, 1.84793223, 1.33908446, 0.55716125, 0.75448195, 0.52117556, 1.25356019, 1.18471001, 0.81587058, 0.78139286, 0.75589171, 0.90268085, 0.51521373, 0.59539807, 0.77246719, 2.23076069, 0.57852812, 2.03237190, 0.27843321, 0.89664195, 1.04788445, 2.82937052, 0.45633774, 0.47827141
3.900000, 0, 0, 0, 35.5, 1.211548, 4095.000000, 0, 5.91532896, 2.82220549, 5.53083658, 4.95022174, 0.70963727, 0.35175920, 4.52395859, 2.48841883, 1.64969226, 1.84781543, 1.33917109, 0.55716187, 0.75451988, 0.52121600, 1.25350487, 1.18468950, 0.81586910, 0.78142592, 0.75588293, 0.90269444, 0.51522154, 0.59542057, 0.77252141, 2.23080165, 0.57854196, 2.03238597, 0.27843070, 0.89667006, 1.04789246, 2.82913287, 0.45634905, 0.47828252
4.400000, 0, 0, 0, 35.5, 1.211548, 4095.000000, 0, 5.91514378, 2.82218705, 5.53142165, 4.95056606, 0.70967129, 0.35176610, 4.52331779, 2.48870105, 1.64962998, 1.84789759, 1.33904166, 0.55713523, 0.75448195, 0.52118984, 1.25352751, 1.18467178, 0.81587552, 0.78141916, 0.75587131, 0.90268974, 0.51521873, 0.59542057, 0.77249022, 2.23091334, 0.57852958, 2.03248888, 0.27843087, 0.89668021, 1.04787558, 2.82932189, 0.45635327, 0.47827667
5.000000, 0, 0, 0, 35.5, 1.210938, 4095.000000, 0, 5.91522034, 2.82250260, 5.53129558, 4.95048585, 0.70966578, 0.35175530, 4.52363451, 2.48851469, 1.64968704, 1.84781277, 1.33905321, 0.55713770, 0.75449949, 0.52120292, 1.25351263, 1.18465842, 0.81588490, 0.78143364, 0.75588554, 0.90267667, 0.51523235, 0.59542290, 0.77247103, 2.23098888, 0.57853902, 2.03256655, 0.27843304, 0.89668464, 1.04787386, 2.82938970, 0.45637916, 0.47827862
5.500000, 0, 0, 0, 35.5, 1.211548, 4095.000000, 0, 5.91549100, 2.82257023, 5.53141680, 4.95003646, 0.70968164, 0.35176769, 4.52376658, 2.48868676, 1.64970311, 1.84781987, 1.33904200, 0.55715484, 0.75448646, 0.52120574, 1.25354531, 1.18471312, 0.81587799, 0.78144088, 0.75589432, 0.90266962, 0.51522895, 0.59541208, 0.77249142, 2.23088515, 0.57853420, 2.03252189, 0.27842803, 0.89665054, 1.04790935, 2.82920204, 0.45639527, 0.47828037
6.100000, 0, 0, 0, 35.5, 1.210938, 4095.000000, 0, 5.91527554, 2.82239195, 5.53142488, 4.95040842, 0.70971314, 0.35174893, 4.52383017, 2.48870939, 1.64975253, 1.84782476, 1.33912930, 0.55713172, 0.75448409, 0.52121218, 1.25354984, 1.18466898, 0.81589330, 0.78143630, 0.75586538, 0.90266805, 0.51522294, 0.59541908, 0.77254276, 2.23085749, 0.57852937, 2.03247869, 0.27843505, 0.89666537, 1.04790392, 2.82911643, 0.45640715, 0.47829616
