"Sensigent +++ PCNose+ Sensor Values +++ Sensor Resistances (in kOhms) for Cyranose 320 unit +++ Serial Number: B191023297 +++ Firmware version: 40.51"
"6/9/2021","5:10 PM","Heater ON: Temperature set at 42.0 degrees celsius","Sensor values are not filtered"
"Time","","","","Ambient Temp [C]","Therm1 [volts]","Battery Raw Reading","Flag","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32"
0.500000, 0, 0, 0, 36.0, 1.212769, 4095.000000, 0, 5.74695404, 2.75191772, 5.39526564, 4.81172049, 0.70693886, 0.34734033, 4.44400042, 2.49736349, 1.61707139, 1.83548683, 1.32978225, 0.55882285, 0.75511896, 0.51808891, 1.25583717, 1.17642732, 0.81290800, 0.78643382, 0.74335618, 0.92421949, 0.51472527, 0.59669029, 0.76229262, 2.12334506, 0.57709018, 1.97930101, 0.27774432, 0.90653158, 1.02989222, 2.78207617, 0.45444716, 0.47813907
1.000000, 0, 0, 0, 36.0, 1.212158, 4095.000000, 0, 5.74653742, 2.75172383, 5.39545596, 4.81233623, 0.70695309, 0.34734880, 4.44380578, 2.49740532, 1.61713301, 1.83534427, 1.32964403, 0.55883505, 0.75510948, 0.51809533, 1.25584106, 1.17643165, 0.81290554, 0.78647620, 0.74332607, 0.92423645, 0.51472567, 0.59668625, 0.76230382, 2.12326960, 0.57708725, 1.97925841, 0.27775267, 0.90652110, 1.02989562, 2.78243646, 0.45444486, 0.47813751
1.600000, 0, 0, 0, 36.0, 1.210938, 4095.000000, 0, 5.74681232, 2.75205253, 5.39592088, 4.81186278, 0.70699072, 0.34736414, 4.44406968, 2.49739696, 1.61702478, 1.83544578, 1.32958828, 0.55884167, 0.75510877, 0.51810075, 1.25583296, 1.17639980, 0.81288434, 0.78647063, 0.74333242, 0.92423301, 0.51471606, 0.59668944, 0.76228095, 2.12324074, 0.57707803, 1.97917179, 0.27775283, 0.90654494, 1.02987835, 2.78211516, 0.45445673, 0.47812855
2.200000, 0, 0, 0, 36.0, 1.211548, 4095.000000, 0, 5.74660230, 2.75207842, 5.39534676, 4.81177501, 0.70700197, 0.34733962, 4.44414610, 2.49738799, 1.61715316, 1.83549919, 1.32967445, 0.55884477, 0.75509928, 0.51809895, 1.25584851, 1.17637475, 0.81290997, 0.78645198, 0.74334066, 0.92422665, 0.51472748, 0.59668030, 0.76229358, 2.12344230, 0.57707447, 1.97919830, 0.27774432, 0.90655909, 1.02987042, 2.78183288, 0.45450097, 0.47813615
2.700000, 0, 0, 0, 36.0, 1.210938, 4095.000000, 0, 5.74651693, 2.75203194, 5.39557297, 4.81182288, 0.70698315, 0.34734315, 4.44413655, 2.49732823, 1.61718516, 1.83541533, 1.32964268, 0.55884394, 0.75508885, 0.51810858, 1.25587864, 1.17636732, 0.81291860, 0.78644472, 0.74334301, 0.92425659, 0.51472627, 0.59669305, 0.76230073, 2.12324074, 0.57707280, 1.97927971, 0.27774966, 0.90654939, 1.02994403, 2.78201904, 0.45446056, 0.47813030
3.300000, 0, 0, 0, 36.0, 1.213379, 4095.000000, 0, 5.74612425, 2.75192636, 5.39536548, 4.81206891, 0.70702400, 0.34735303, 4.44407684, 2.49731926, 1.61720333, 1.83546785, 1.32967546, 0.55886503, 0.75510094, 0.51811481, 1.25589484, 1.17642021, 0.81291663, 0.78644908, 0.74331996, 0.92422930, 0.51472027, 0.59669858, 0.76232574, 2.12333645, 0.57707573, 1.97936444, 0.27774716, 0.90654887, 1.02990779, 2.78226639, 0.45445137, 0.47812777
3.800000, 0, 0, 0, 36.0, 1.211548, 4095.000000, 0, 5.74694380, 2.75180750, 5.39518920, 4.81160746, 0.70703891, 0.34735620, 4.44411864, 2.49730970, 1.61727642, 1.83533588, 1.32971364, 0.55884146, 0.75510995, 0.51811179, 1.25583652, 1.17640196, 0.81291810, 0.78643019, 0.74333407, 0.92423486, 0.51472647, 0.59669135, 0.76228976, 2.12339115, 0.57709857, 1.97933225, 0.27774916, 0.90654651, 1.02991374, 2.78233899, 0.45448412, 0.47813303
4.400000, 0, 0, 0, 36.0, 1.211548, 4095.000000, 0, 5.74644351, 2.75215014, 5.39535612, 4.81192262, 0.70701849, 0.34735956, 4.44405415, 2.49726667, 1.61716106, 1.83548109, 1.32960855, 0.55884332, 0.75512371, 0.51813307, 1.25584624, 1.17638248, 0.81291293, 0.78644835, 0.74332349, 0.92427831, 0.51471466, 0.59669688, 0.76230573, 2.12330100, 0.57707950, 1.97928870, 0.27775868, 0.90655594, 1.02992138, 2.78226572, 0.45448469, 0.47814219
4.900000, 0, 0, 0, 36.0, 1.212158, 4095.000000, 0, 5.74744757, 2.75218534, 5.39537172, 4.81171783, 0.70702216, 0.34735127, 4.44390011, 2.49730791, 1.61712353, 1.83537649, 1.32966870, 0.55886420, 0.75511090, 0.51811240, 1.25585467, 1.17641124, 0.81292846, 0.78646918, 0.74331972, 0.92424413, 0.51473849, 0.59670665, 0.76230501, 2.12327517, 0.57708495, 1.97930006, 0.27774799, 0.90658476, 1.02992110, 2.78221867, 0.45449809, 0.47815037
5.500000, 0, 0, 0, 36.0, 1.212158, 4095.000000, 0, 5.74716067, 2.75192768, 5.39542008, 4.81173113, 0.70701551, 0.34736555, 4.44415924, 2.49741070, 1.61713578, 1.83537560, 1.32965417, 0.55883009, 0.75510972, 0.51810437, 1.25584689, 1.17633949, 0.81292008, 0.78647959, 0.74330843, 0.92424440, 0.51472207, 0.59671557, 0.76228738, 2.12329898, 0.57707615, 1.97930621, 0.27775250, 0.90657690, 1.02994177, 2.78230135, 0.45450441, 0.47815037
