5.78026095,2.76847791,5.41724501,4.84268438,0.69999374,0.34205703,4.46347628,2.49279236,1.60401009,1.83542371,1.32078351,0.55747829,0.7539343,0.51855367,1.25361908,1.17472243,0.81291515,0.77925343,0.74736383,0.90822999,0.51444298,0.59512958,0.75847329,2.13828748,0.57668507,1.96571404,0.27724985,0.89456408,1.01918865,2.76798463,0.44583251,0.47695485,0.0
5.78039354,2.76831013,5.41751018,4.8428078,0.69996268,0.34206125,4.46381141,2.49267903,1.60398027,1.83550714,1.32073274,0.55749275,0.75394165,0.51856391,1.25352881,1.17472984,0.81291416,0.77923488,0.74734472,0.90827379,0.51444938,0.59511876,0.75846046,2.13822578,0.57669302,1.96559413,0.27725385,0.89457916,1.01925896,2.76805748,0.44578951,0.47694901,0.0
5.78059846,2.76823861,5.41748665,4.84314857,0.6999186,0.34205528,4.46364444,2.49283531,1.60387709,1.83550846,1.32081444,0.55748386,0.75395089,0.51856411,1.25356181,1.17480338,0.81288459,0.77921054,0.7473577,0.90825648,0.51443397,0.59513043,0.75844453,2.13833695,0.57669156,1.96556873,0.27724701,0.89457812,1.01924939,2.76805481,0.44577201,0.47694823,0.0
5.780843,2.76818113,5.41795741,4.84334983,0.69991449,0.34206055,4.4635003,2.49277208,1.60392496,1.83546079,1.32078115,0.55749936,0.75392056,0.51856853,1.2535191,1.17469246,0.81289913,0.77923174,0.74736359,0.90825412,0.51444498,0.59513446,0.75844834,2.13828748,0.57670308,1.96556967,0.27724401,0.8945789,1.01925108,2.76809624,0.44573777,0.47693947,0.0
5.78052441,2.76846454,5.41779577,4.84282256,0.69992088,0.34205246,4.46309314,2.49269812,1.6039787,1.835478,1.32063927,0.5574851,0.75393762,0.51857576,1.25355728,1.17465013,0.81290135,0.77921319,0.74737845,0.9082688,0.51444818,0.59512258,0.7584172,2.13817785,0.57670643,1.96562375,0.27725252,0.89457344,1.01925755,2.76807151,0.4457081,0.47694064,0.0
5.78022307,2.76843914,5.41775027,4.84281585,0.69989234,0.34205053,4.46340902,2.49257942,1.6038971,1.83544843,1.32068634,0.5574723,0.75394947,0.51856492,1.25355663,1.17469709,0.81292476,0.77920234,0.74735227,0.90823419,0.51445379,0.59512258,0.75839534,2.13830278,0.57670077,1.96561717,0.27724334,0.89456408,1.01920496,2.76829476,0.44567196,0.47694998,0.0
5.78058296,2.76849997,5.41716186,4.84245633,0.69988937,0.34204474,4.46352072,2.49269812,1.60385787,1.8354268,1.32067054,0.55749543,0.75393596,0.51855668,1.25353754,1.17464704,0.81289666,0.77921969,0.74737043,0.90823471,0.51445519,0.59513064,0.7584077,2.13823139,0.57668088,1.96556685,0.27725485,0.89456148,1.01925024,2.7683255,0.44563753,0.47694882,0.0
5.77998373,2.76845786,5.41758864,4.84265755,0.69985146,0.3420421,4.46353754,2.49259135,1.6038971,1.83547006,1.32061607,0.55749626,0.75392933,0.51855588,1.25351554,1.1747076,0.81288335,0.77919535,0.7473577,0.90821583,0.51442876,0.59512385,0.75839201,2.13814878,0.57667166,1.96546716,0.27725318,0.89455992,1.01925446,2.76821923,0.44562916,0.47695641,0.0
5.77967555,2.76845117,5.41761845,4.84229938,0.69981423,0.34204263,4.46330452,2.49265398,1.60395909,1.83539237,1.32067155,0.55750266,0.75394046,0.51856713,1.25352751,1.17463622,0.81289001,0.77916957,0.74733812,0.90821452,0.51444237,0.59513849,0.75840627,2.138365,0.57669658,1.96551419,0.27725602,0.89457838,1.01923955,2.76814169,0.44561566,0.47695777,0.0
5.77980639,2.76848526,5.41793387,4.84214915,0.69984826,0.34203139,4.46330933,2.49254125,1.60379707,1.83542239,1.32052934,0.55748015,0.75394686,0.51854705,1.25347154,1.17460718,0.81289937,0.77916668,0.74734166,0.90820455,0.51442676,0.59513085,0.75838536,2.13824006,0.57668486,1.96550901,0.27725035,0.89456746,1.01924574,2.76816241,0.44558865,0.47695271,0.0
5.77957913,2.76855011,5.41744271,4.84288159,0.69982086,0.34202383,4.46326849,2.49275419,1.60381237,1.83549566,1.32049236,0.55747973,0.75391961,0.51855307,1.25352816,1.17473849,0.81290554,0.77914764,0.74738105,0.90819642,0.51443557,0.59511133,0.75837181,2.13825026,0.57668381,1.96543002,0.2772647,0.89454432,1.01927218,2.76808488,0.44555498,0.47695057,0.0
5.77919523,2.76835558,5.41799664,4.84285475,0.69980944,0.34201874,4.46293581,2.49274106,1.60387945,1.83543607,1.32050177,0.55746321,0.75392719,0.51854805,1.25353625,1.17459019,0.81290923,0.77914812,0.74738034,0.90820901,0.51442656,0.59511833,0.75840104,2.13830227,0.57667292,1.96561058,0.27725151,0.89452171,1.0192733,2.76808555,0.44553045,0.47695388,0.0
5.77958086,2.7684505,5.41739721,4.843056,0.69981286,0.34202436,4.46332374,2.49269394,1.60380099,1.83541709,1.32052699,0.55747932,0.75391961,0.5185352,1.25350713,1.17472088,0.81288114,0.77916957,0.7473518,0.90817571,0.51444278,0.59511536,0.75835375,2.13815082,0.57667522,1.96555275,0.27725302,0.89454146,1.0192508,2.76839168,0.44552113,0.47693947,0.0
